Domain,Area,Element,Item,Year,Value
"Emissions intensities","India","Emissions (CO2eq)","Cereals excluding rice","2000","27295.0501"
"Emissions intensities","India","Emissions (CO2eq)","Meat, cattle","2000","113998.1482"
"Emissions intensities","India","Emissions (CO2eq)","Milk, whole fresh cow","2000","55062.0074"
"Emissions intensities","India","Emissions (CO2eq)","Meat, goat","2000","20782.9692"
"Emissions intensities","India","Emissions (CO2eq)","Meat, buffalo","2000","98177.441"
"Emissions intensities","India","Emissions (CO2eq)","Milk, whole fresh buffalo","2000","44734.2479"
"Emissions intensities","India","Emissions (CO2eq)","Meat, sheep","2000","10138.5811"
"Emissions intensities","India","Emissions (CO2eq)","Meat, chicken","2000","832.4413"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2000","1043.8764"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2000","2313.0043"
