Domain,Area,Element,Item,Year,Unit,Value
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","1998","gigagrams","833.9013"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","1999","gigagrams","875.8963"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2000","gigagrams","1043.8764"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2001","gigagrams","1109.8686"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2002","gigagrams","1145.8643"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2003","gigagrams","1199.8579"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2004","gigagrams","1271.8494"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2005","gigagrams","1289.8473"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2006","gigagrams","1379.8366"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2007","gigagrams","1487.8238"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2008","gigagrams","1548.4406"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2009","gigagrams","1667.6165"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2010","gigagrams","1821.7323"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2011","gigagrams","1846.1254"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2012","gigagrams","1931.8762"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2013","gigagrams","1948.3632"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2014","gigagrams","1947.4354"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2015","gigagrams","2267.9894"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2016","gigagrams","2295.7901"
"Emissions intensities","India","Emissions (CO2eq)","Eggs, hen, in shell","2017","gigagrams","2417.5697"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1961","gigagrams","893.2411"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1962","gigagrams","886.1656"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1963","gigagrams","878.3997"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1964","gigagrams","871.4968"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1965","gigagrams","864.5939"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1966","gigagrams","858.5538"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1967","gigagrams","915.3305"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1968","gigagrams","964.3414"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1969","gigagrams","983.6697"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1970","gigagrams","1035.4417"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1971","gigagrams","1127.4235"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1972","gigagrams","1190.0677"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1973","gigagrams","1190.758"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1974","gigagrams","1225.2727"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1975","gigagrams","1259.7874"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1976","gigagrams","1277.0448"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1977","gigagrams","1319.6705"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1978","gigagrams","1397.8463"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1979","gigagrams","1484.1332"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1980","gigagrams","1553.1626"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1981","gigagrams","1656.7068"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1982","gigagrams","1738.1615"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1983","gigagrams","1760.251"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1984","gigagrams","1777.5083"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1985","gigagrams","1794.7657"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1986","gigagrams","1812.023"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1987","gigagrams","1830.3158"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1988","gigagrams","1898.3099"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1989","gigagrams","1967.3393"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1990","gigagrams","2053.6261"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1991","gigagrams","2122.6556"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1992","gigagrams","2206.8715"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1993","gigagrams","2226.1997"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1994","gigagrams","2243.4571"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1995","gigagrams","2260.7145"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1996","gigagrams","2277.9718"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1997","gigagrams","2293.676"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1998","gigagrams","2300.0612"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","1999","gigagrams","2306.619"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2000","gigagrams","2313.0043"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2001","gigagrams","2319.3895"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2002","gigagrams","2325.9473"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2003","gigagrams","2333.0228"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2004","gigagrams","2222.4031"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2005","gigagrams","2117.1332"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2006","gigagrams","2016.6954"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2007","gigagrams","1921.4347"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2008","gigagrams","1892.6149"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2009","gigagrams","1864.1403"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2010","gigagrams","1836.1834"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2011","gigagrams","1808.7441"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2012","gigagrams","1776.4204"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2013","gigagrams","1748.1708"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2014","gigagrams","1725.7362"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2015","gigagrams","1703.0152"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2016","gigagrams","1570.5815"
"Emissions intensities","India","Emissions (CO2eq)","Meat, pig","2017","gigagrams","1518.7083"
